"image_id","question","ground_truth","predicted","correct","agent_output","running_accuracy"
"90","This 6-week old presented with scrotal pain. What is the diagnosis?","E","E","correct","ANSWER: E
REASONING: The clinical presentation of scrotal pain and the image showing a twisted penile tilt with possible asymmetry in size and position suggests testicular torsion. The twisted structure resembling a 'bird's claw' appearance is highly suggestive of torsion, where one of the spermatic arteries becomes obstructed, leading to ischemia and scrotal pain. Additionally, the absence of swelling or fluid collection further rules out hydrocele or hernia.","0.556"
"36","A 64-year-old man with metastatic lung adenocarcinoma who had recently started high-dose steroids for malignant spinal cord compression developed an itchy rash and diarrhea. He had a 3-year history of intermittent peripheral eosinophilia of unknown cause. What is the most likely diagnosis?","C","C","correct","ANSWER: C
REASONING: The image shows a linear and serpiginous rash over the back, which aligns with the classical presentation of larva currens, a condition observed in Strongyloides. The patient's history of eosinophilia and a recent history of high-dose steroids further supports Strongyloides as the causative pathogen, as corticosteroids can activate the migration of Strongyloides larvae. The eosinophilia and intermittent nature of the condition also support the diagnosis of Strongyloides infection.","0.559"
"588","An 86-year-old woman with hypertension presents with epigastric pain and does not report any respiratory symptoms. Her chest radiograph demonstrates these findings. What is the diagnosis?","A","C","wrong","ANSWER: C
REASONING: The clinical history of the patient with hypertension and epigastric pain is less suggestive of respiratory issues but the radiograph shows large, dense, well-defined areas of calcification in the right lung field with sparing of the adjacent diaphragm and ribs. This pattern is consistent with a calcified empyema, a complication often seen in cases where pleural tuberculosis has healed, leading to calcification. The patient's lack of respiratory symptoms also supports this diagnosis as the calcification is a common sequela, leading to pleural thickening and effusion that can resolve over time.","0.556"
"733","What is the most important diagnosis to exclude in this 81-year-old woman?","A","A","correct","ANSWER: A
REASONING: The image shows a brown lesion on sun-exposed skin, and the patient is over 80 years old, which increases the risk for melanoma development like lentigo maligna. Therefore, lentigo maligna should be excluded as a potentially serious diagnosis.","0.559"
"107","A 26-year-old woman with the Peutz–Jeghers syndrome presented to the emergency department with abdominal pain and nonbilious vomiting. A tender mass was palpable in the upper abdomen. What is the most likely diagnosis?","D","D","correct","ANSWER: D
REASONING: The patient's presentation of abdominal pain and a palpable mass, combined with Peutz–Jeghers syndrome which is associated with gastrointestinal tumors, especially in the stomach, strongly suggests a gastrogastric intussusception. The image shows a mass in the upper abdomen which is characteristic of gastric entrapment by a larger mass (intussusception). This is a condition where one section of the intestine folds into a more distal part, potentially leading to an obstruction. The presence of a palpable mass and the symptoms of abdominal pain and vomiting are consistent with this diagnosis.","0.562"
"400","A 68-year-old man presented to the emergency department with a 2-day history of swelling of the neck. One week before presentation, he had a toothache, followed by fever and progressive difficulty and pain with swallowing both solids and liquids. Examination showed right submandibular and submental swelling with marked edema of the floor of the mouth, resulting in superior displacement of the tongue. What is the diagnosis?","C","C","correct","ANSWER: C
REASONING: The patient's history of a preceding toothache, fever, and progressive difficulty and pain with swallowing, along with the oral findings of submandibular and submental swelling with marked edema of the floor of the mouth and superior displacement of the tongue, align with Ludwig's angina.","0.565"
"66","A 31-year-old man presented to the emergency department with a 2-week history of left ear swelling. He had similar episodes over the past 2 years, and a 6-month history of weight loss, fatigue, and generalized aches. Physical exam revealed a swollen and tender ear, costochondral joints, and left knee. Lab tests showed an elevated erythrocyte sedimentation rate. What is the likely diagnosis?","E","E","correct","ANSWER: E
REASONING: The clinical history of recurrent ear swelling, associated with costochondral joints and knee pain, as well as the elevated ESR, strongly suggests relapsing polychondritis. The characteristic destruction of cartilage tissue visible in the image also aligns with the clinical feature of this condition.","0.568"
"376","This 6-year-old boy presented with fever and rash that did not improve despite treatment with cephalexin. What diagnosis is suggested?","B","C","wrong","ANSWER: C
REASONING: The rash shows extensive bullae with erosion and denuded areas, which is characteristic of Stevens-Johnson syndrome. Additionally, the patient's history of fever and lack of improvement with antibiotics suggests a systemic reaction rather than an bacterial infection.","0.564"
"519","This patient presented with xerostomia and xerophthalmia. What is the diagnosis?","E","E","correct","ANSWER: E
REASONING: The clinical history of xerostomia and xerophthalmia, coupled with the facial and ocular dryness observed in the image, strongly suggests Sjögren's syndrome. This condition is characterized by dryness in the mouth and eyes due to a chronic inflammation in the salivary and lacrimal glands.","0.567"
"509","These lesions are often associated with which one of the following disorders?","A","E","wrong","ANSWER: E
REASONING: The image displays multiple, thick, and shiny keratoacanthomas, particularly on the toes, which are characteristic of Bowen's disease, a pre invasive squamous cell carcinoma. Given the squamous cell nature, the correct match among the provided options is squamous-cell lung carcinoma (E).","0.563"
"507","This 68-year-old woman presented with hair growth and a sore furrowed tongue. What is the most likely diagnosis?","C","B","wrong","ANSWER: B
REASONING: The clinical history of hair growth and a sore furrowed tongue, along with the image showing multiple lesions on the skin, aligns with symptoms of Porphyria cutanea tarda. The image shows cutaneous lesions consistent with photosensitivity and skin fragility, which are characteristic of this condition.","0.559"
"160","A 26-year-old man presented to the outpatient clinic with a 1-month history of pain and swelling in the scrotum and low-grade fevers. On examination, there was swelling and tenderness of the right side of the scrotum. Laboratory studies showed peripheral eosinophilia. An ultrasound of the scrotum showed echogenic, linear structures moving within the lymphatic channels (arrowhead) adjacent to the epididymal head and testis (asterisk) — a finding known as ""filarial dance sign."" What vector is responsible for transmitting the nematode causing this disease?","C","D","wrong","ANSWER: D
REASONING: The clinical presentation of scrotal pain, swelling, and eosinophilia, combined with the ultrastructural finding of ""filarial dance sign"" in the ultrasound, is highly characteristic of lymphatic filariasis, a disease transmitted by the sandfly vector. This condition causes a lymphatic obstruction and is commonly found in regions where the sandfly is known to be endemic.","0.556"
"169","Physical examination of a 1-day-old girl born at 36 weeks of gestation revealed a soft mass protruding from the external genitalia. The mass was noted to increase in size when the infant cried. The physical examination was otherwise normal. What is the diagnosis?","A","A","correct","ANSWER: A
REASONING: The patient is a newborn born at 36 weeks of gestation and the soft mass protruding from the external genitalia that increases in size when crying is characteristic of hydrocolpos. This condition occurs due to retained mucus, often the sign of a congenital abnormality in the bony pelvis or vagina, and commonly presents with a soft, fluctuant mass, especially noticeable during crying. The images reveal a soft, fluctuant mass consistent with this diagnosis.","0.558"
"669","These lesions developed over 1 to 2 years. What is the diagnosis?","B","A","wrong","ANSWER: A
REASONING: The clinical history indicates a slow-developing lesion, and the image shows numerous dark spots, which could represent nevi. The uniformity and distribution of the lesions are consistent with multiple melanocytic nevi.","0.555"
"671","A 3-week-old male newborn was brought to the pediatrician with three large scalp lesions, which had appeared in the first week of life. The lesions were annular with raised papular and pustular borders and flat, hyperkeratotic central areas. The baby’s mother, who was originally from Somalia, had similar skin lesions on her upper trunk. What is the diagnosis?","C","C","correct","ANSWER: C
REASONING: The annular configuration, raised papular and pustular borders, and hyperkeratotic中央 areas in the newborn's scalp lesions, combined with the mother's history of similar upper trunk lesions, are characteristic of tinea capitis, caused by fungal infection. Additionally, tinea capitis is a common cause of infantile scalp lesions in immunocompromised or atopic infants, which aligns with the newborn's condition.","0.558"
"270","This 22-year-old man presented with a 1-month history of severe pubic itch that was worst at night. What is the most appropriate topical treatment?","D","A","wrong","ANSWER: A
REASONING: The patient's history of severe pubic itch at night, along with the image showing hyperpigmented follicular lesions, is suggestive of tinea cruris, often seen on the flexural aspects. The history and presentation strongly support a fungal infection, making Hydrocortisone a suitable initial treatment to alleviate symptoms such as pruritus.","0.554"
"446","A 26-year-old healthy woman developed an axillary mass with white discharge after a spontaneous vaginal delivery. What is the most likely diagnosis?","B","E","wrong","ANSWER: E
REASONING: The history of axillary mass with white discharge following childbirth strongly indicates postpartum lactational issues, as seen in lactational mastitis. The mass-like appearance and the presence of fluid discharge are both hallmarks of lactational mastitis. The image shows a lump typical of a galactorrheic mass, which is common in postpartum breast issues.","0.551"
"854","A 52-year-old man presented to the emergency department with painless, bloody tears from both eyes. The bleeding had begun spontaneously approximately 2 hours earlier, had lasted a few minutes, and had recurred just before presentation. He was taking captopril for mild hypertension, and his blood pressure was normal. The clinical examination revealed slight conjunctival hyperemia without periorbital or palpebral edema. The patient had normal vision and extraocular movements. Which one of the following is NOT a cause of hemolacria?","C","A","wrong","ANSWER: A
REASONING: Hemangiomas typically present as benign, soft, reddish bumps on the skin and mucous membranes, and do not typically cause painless, bloody tears as seen. The clinical history and the image findings, which show blood draining from the eye, are not consistent with the typical presentation of a hemangioma. Therefore, hemangioma is not a likely cause of the hemolacria in this case. The other options such as infection (B), adverse reaction to systemic antibiotics (C), trauma to the eye or surrounding structures (D), and retrograde epistaxis (E) could all potentially cause bloody tears but none of them are indicated as the primary cause in this scenario.","0.547"
"798","A 32-year-old man presented to the neurosurgery clinic with mild balance difficulties and hearing loss in the left ear. Evaluation of the patient's hearing revealed profound sensorineural loss on the left side and normal hearing on the right side. Magnetic resonance imaging of the brain performed after the administration of contrast material revealed tumors in both internal acoustic canals (33 by 26 by 31 mm on the left side and 32 by 28 by 30 mm on the right side), with extension in the cerebellopontine angles and brainstem compression, representing bilateral vestibular schwannomas. What hereditary condition is associated with this presentation?","E","E","correct","ANSWER: E
REASONING: The clinical presentation of bilateral vestibular schwannomas with involvement of the cerebellopontine angles is characteristic of Neurofibromatosis type 2, which is associated with the genetic predisposition for these tumors. The bilateral involvement and the specific anatomic location are consistent with this diagnosis.","0.55"
"568","A 13-year-old boy presented to the orthopedic clinic with a 1-week history of bilateral knee pain. He was active in sports and participated in long jump. Examination of the right knee showed mild soft-tissue swelling and tenderness over the tibial tubercle, and a taut quadriceps muscle; the exam of the left knee was normal. Plain radiographs of both knees were done. What is the likely diagnosis?","E","B","wrong","ANSWER: B
REASONING: The clinical history shows a 13-year-old boy with bilateral knee pain after long jump activity, soft-tissue swelling over the tibial tubercle, and pain with the quadriceps muscle. The radiograph shows a fracture of the tibial tubercle, consistent with a patellar tendon avulsion, as evidenced by the arrow pointing to the avulsed tibial tubercle fragment. This is the hallmark radiologic sign of this condition. The other diagnoses do not fit the clinical picture and radiographic features.","0.547"
"203","A 60-year-old man presented to the hematology clinic with fatigue and dyspnea on exertion. He had a history of sickle cell disease with hemoglobin genotype SS. Laboratory studies showed a hemoglobin level of 4 g per deciliter. Light microscopy of a bone marrow biopsy specimen is as shown. What is the diagnosis?","D","D","correct","ANSWER: D
REASONING: The clinical history of sickle cell disease and the bone marrow biopsy image showing large vacuolated macrophages are indicative of hemophagocytosis, often seen in conditions like hemolytic anemia associated with sickle cell disease, which can lead to phagocytosis of sickle cells.","0.549"
"411","A 16-day-old girl was brought to the emergency department with lethargy. Physical exam showed tachypnea and marked hepatomegaly, as well as small hemangiomas on the skin. TSH was elevated. MRI showed numerous hepatic lesions and cardiomegaly. What is the most likely diagnosis?","D","D","correct","ANSWER: D
REASONING: The clinical history of a 16-day-old girl with lethargy, tachypnea, hepatomegaly, and skin hemangiomas, along with the MRI showing multiple hepatic lesions, is consistent with the diagnosis of Infantile Hepatic Hemangiomas. The combination of the age, specific symptoms, and the characteristic appearance of multiple, well-defined lesions in the liver favor this diagnosis over other options.","0.552"
"114","An 80-year-old man presented to the emergency department with a 2-day history of abdominal pain in the right upper quadrant. On physical examination, he had abdominal tenderness in the right upper quadrant, and Murphy’s sign was positive. The alanine aminotransferase, aspartate aminotransferase, bilirubin, and lipase levels were normal. Computed tomography of the abdomen is shown. What is the diagnosis?","D","D","correct","ANSWER: D
REASONING: The diagnosis of emphysematous cholecystitis is supported by the clinical history of right upper quadrant abdominal pain and Murphy’s sign, as well as the radiological finding of Gas throughout the wall of the gallbladder and surrounding fat, which is characteristic of this condition. Additionally, the absence of abnormalities in liver enzymes and other findings points away from other options like ascending cholangitis or subhepatic appendicitis.","0.555"
"789","This patient had multiple myeloma. What diagnosis is suggested from this image of the axilla?","B","B","correct","ANSWER: B
REASONING: The image shows extensive scaling and crusting, which are characteristic of crusted scabies. The clinical history of multiple myeloma is also associated with an increased risk of infections and skin abnormalities, including those that can look like crusted scabies. It is unlikely that psoriasis would present with such extensive crusting in this context, making crusted scabies the most likely diagnosis.","0.558"
"456","A 4-week-old boy was brought to the emergency department after having drainage from both eyes for 2 days and redness and swelling under his left eye for 1 day. The perinatal history was uncomplicated, and he was breast-feeding well. Physical examination revealed a temperature of 38.2°C, purulent drainage from both eyes, and a 1-cm erythematous, fluctuant mass inferior to the medial canthus of the left eye. What is the most likely diagnosis?","E","E","correct","ANSWER: E
REASONING: The history of purulent drainage from both eyes and the presence of an erythematous, fluctuant mass inferior to the medial canthus of the left eye strongly suggests acute dacryocystitis. This presentation is typically characterized by signs of eyelid and bulbar conjunctival inflammation, which aligns with the clinical picture described. The other options do not fit the clinical history and image findings as well.","0.56"
"889","Polarized microscopical examination of a specimen from a patient's elbow revealed what type of crystals?","E","D","wrong","ANSWER: D
REASONING: The polarized microscopical appearance of the crystals is consistent with the birefringence pattern of iron sulfide, which can be seen as slender, rod-shaped structures. The clinical presentation of elbow pain is characteristic of disorders causing crystals to form in body fluids, ruling out calcium-related crystals. Iron sulfide crystals are less common than others and are typically seen in specific disease states or following administration of certain drugs, thus aligning with the presentation here.","0.557"
"561","A 29-year-old man with perinatally acquired human immunodeficiency virus (HIV) infection and intermittent adherence to antiretroviral therapy presented to the hospital with abdominal pain and drenching night sweats. On presentation, his CD4 count was 18 cells per cubic millimeter (reference range, 500 to 1500), and the HIV viral load was undetectable. Physical exam showed severe abdominal distention, splenomegaly, and diffuse abdominal tenderness to palpation. Computed tomography of the abdomen confirmed massive splenomegaly with multifocal infarction of the splenic parenchyma. What is the most likely diagnosis/etiology?","C","A","wrong","ANSWER: A
REASONING: The case history features perinatally acquired HIV infection, low CD4 count, and presence of diffuse abdominal pathology which could correspond to lymphoma in the setting of immunosuppression. The image shows significant splenic enlargement with areas of infarction, which is a common presentation of HIV-associated diffuse large B-cell lymphoma, particularly in the context of low CD4 count.","0.554"
"619","An otherwise healthy 10-year-old girl presented to the primary care clinic with a 10-day history of multiple itchy papules on the soles of her feet and on her toes. The lesions had black dots in the center and were painful. Two weeks earlier, the family had traveled to rural Brazil. During that time, the patient had played in a pigsty without wearing shoes. Sand fleas were removed from multiple lesions. What is the most likely diagnosis?","D","D","correct","ANSWER: D
REASONING: The clinical history of the patient playing in a pigsty without shoes, along with the characteristic presentation of itchy papules with black dots on the soles of the feet and toes, strongly suggests tungiasis, a condition where sand flies (Leucophoroides sand flies) burrow into the skin, causing these lesions. The medical image also shows the small black dots, which are excised eggs from the sand flies.","0.556"
"867","This man had cervical adenopathy. What is the most likely diagnosis?","D","D","correct","ANSWER: D
REASONING: The clinical history of cervical adenopathy and the image showing red, swollen, and painful eyes with surrounding lymphadenopathy supports the diagnosis of lymphoma, which can cause both cervical adenopathy and orbital involvement as a symptom of a systemic disease.","0.559"
"837","An 11-year-old boy was brought to the emergency department with epistaxis and severe nasal pain. What is the likely diagnosis?","E","E","correct","ANSWER: E
REASONING: The image shows the presence of two elongated, metallic-looking structures within the nasal cavity, which suggest the presence of coins. The clinical history of epistaxis and nasal pain is not atypical for nasal foreign bodies, and the metallic appearance further supports that coins are embedded or ingested and lodged within the nasal cavity. Coins, especially ones made of iron or steel, can cause severe irritation and inflammation of the adjacent tissues, resulting in nasal pain and epistaxis.","0.561"
"708","Which one of the following drugs of abuse is most typically associated with the illustrated complication?","C","B","wrong","ANSWER: B
REASONING: The image shows significant ulceration and necrotic changes in the oral mucosa, which are most consistent with Heroin-induced ulcerations or sores. These oral lesions are often referred to as ""Heroin Machine Sores"" and are a well-documented complication of intravenous injection of Heroin and other similar drugs. There is no specific evidence in this image to suggest the other drugs listed as options.","0.558"
"439","This appearance most typically follows treatment with which medication?","B","E","wrong","ANSWER: E
REASONING: The photograph shows facial fullness and swelling, particularly around the eyelids and cheeks, which is consistent with the side effects of barbiturate use, including edema.","0.555"
"866","A 73-year-old woman with rheumatoid arthritis presented with a 1-month history of pain in her right eye. She had stopped immunosuppressive treatment a few years earlier. There was no recent history of trauma. Slit-lamp examination showed hyperemia, inflammation, and marked scleral thinning with exposure of the underlying choroid. What is the most likely diagnosis?","A","A","correct","ANSWER: A
REASONING: The clinical history of rheumatoid arthritis and the imaging evidence of hyperemia, inflammation, and scleral thinning consistent with tissue necrosis strongly suggest necrotizing anterior scleritis. The patient's history of discontinuing immunosuppressive therapy might have weakened her rheumatoid processes and allowed exacerbation of the condition, which may explain the exposure of the choroid through the thinned sclera observed in the image.","0.557"
"703","What is the cause of this patient's dyspnea?","D","C","wrong","ANSWER: C
REASONING: The chest X-ray shows an increased density in the right hemidiaphragm, which is a sign of a collapsed lung. Although the history would be necessary to confirm, this image is strongly suggestive of a pneumothorax as a possible cause of the patient's dyspnea.","0.554"
"433","A disease of which one of the following systems is most likely to have resulted in this finding?","E","A","wrong","ANSWER: A
REASONING: The image shows diffuse pigmentation of the extremities, which can be a sign of certain types of endocrine disorders, such as Addison's disease or hyperpigmentation associated with diabetes. None of the gastrointestinal, hematopoietic, neurologic, or respiratory systems typically present with such widespread dermal pigmentation.","0.551"
"268","What is the most likely diagnosis in a man with a 3-month history of migratory lesions on the tongue?","A","A","correct","ANSWER: A
REASONING: The clinical history of migratory lesions on the tongue along with the image showing areas of erythema, atrophy, and depigmentation are indicative of geographic tongue, a condition characterized by these findings. Oral candidiasis, lichen planus, oral hairy leukoplakia, and pemphigus vulgaris typically present with more discrete and static lesions, excluding the migratory aspect present in the case.","0.554"
"772","A 44-year-old man with a history of quadriplegia presented to the emergency department with symptoms of a urinary tract infection. What is the diagnosis?","B","B","correct","ANSWER: B
REASONING: The patient's history of quadriplegia is a strong indicator of neurogenic factors, and the CT scan shows a significant dilation of the colon, suggesting a condition like neurogenic megacolon. The clinical presentation of urinary tract infection is also common in patients with such conditions due to the altered bowel motility. Therefore, it is most likely that the diagnosis is neurogenic megacolon.","0.556"
"184","A 50-year-old man with a history of large-cell neuroendocrine carcinoma of the lung presented with a 5-day history of shortness of breath, chest pain, and a cough. Physical examination noted diminished breath sounds in the right lower lobe and cough after fluid intake. What is the diagnosis?","A","A","correct","ANSWER: A
REASONING: The clinical presentation with shortness of breath, chest pain, and a cough after fluid intake, along with the radiographic image showing a shift in the esophageal and tracheal alignment suggestive of a barium fistula, supports the diagnosis of a bronchoesophageal fistula.","0.559"
"737","This 10-year-old presented with abdominal pain. What is the diagnosis?","B","B","correct","ANSWER: B
REASONING: The image reveals a bowel obstruction with air-fluid levels and a radio-opaque object, consistent with a Meckel's diverticulum which can appear as a filling defect. The patient's presentation of abdominal pain further supports this diagnosis.","0.561"
"792","This 8-year-old girl had a 2-year history of abdominal pain. What is the diagnosis?","B","B","correct","ANSWER: B
REASONING: The clinical history of abdominal pain in an 8-year-old girl and the imaging showing a well-defined cystic structure in the abdominal cavity is consistent with an enteric duplication cyst. These are benign cystic masses that can occur anywhere in the gastrointestinal tract and are often found incidentally.","0.564"
"692","A 50-year-old man with a history of mitral-valve prolapse and of Hodgkin’s lymphoma 20 years earlier presented to the emergency department with a 5-day history of dyspnea. Physical examination showed jugular venous distention, a holosystolic murmur at the cardiac apex, and diminished breath sounds in the lung bases. A radiograph of the chest was performed. What is the best next step in regard to the right lung opacity?","B","C","wrong","ANSWER: C
REASONING: The clinical presentation with mitral-valve prolapse and jugular venous distention suggests cardiac failure, which is likely leading to pulmonary edema as seen in the radiograph. The right lung opacity could represent an extension of this edema or a consolidative process like lung infection. Given this information, an immediate CT scan of the chest is the best next step to assess the extent of pulmonary involvement and guide further management.","0.56"
"425","An 18-year-old woman with recurrent epigastric discomfort and diarrhea is diagnosed with Giardia lamblia infection, and subsequently undergoes gastroduodenoscopy with the findings in this image. What is the diagnosis?","D","D","correct","ANSWER: D
REASONING: The clinical history of recurrent epigastric discomfort and diarrhea, along with the findings of nodules and a hyperplastic appearance suggestive of lymphoid follicles in the image, are consistent with nodular lymphoid hyperplasia. This phenomenon is commonly seen in the duodenum and jejunum in gastrointestinal infections like giardiasis.","0.563"
"947","A healthy 15-year-old boy presented with a 3-month history of asymptomatic papules on his glans penis. What is the diagnosis?","D","D","correct","ANSWER: D
REASONING: The clinical history of asymptomatic papules on the glans penis, combined with the appearance of multiple small, raised, flesh-colored, and pearly papules with an even surface texture in the image, are characteristic of Pearly Penile Papules (D).","0.565"
"340","What is most likely to account for the findings on this abdominal radiograph?","E","B","wrong","ANSWER: B
REASONING: Chronic laxative use often leads to distension of the bowel, which can cause the appearance of gaseous pattern seen in the image. This distension is consistent with the findings observed in the abdominal radiograph.","0.562"
"367","This patient presented following a high-speed motor vehicle crash. Which structure has been disrupted?","B","B","correct","ANSWER: B
REASONING: The patient's history of a high-speed motor vehicle crash, coupled with the radiographic finding of a pneumoperitoneum evident by the free air (gas) under the diaphragm, strongly suggests a diaphragmatic rupture following the trauma, allowing for air to enter the abdominal cavity. This is consistent with the clinical and imaging findings.","0.565"
"870","A 52-year old man presented to the clinic with a bleeding mass on his right great toe. Two months earlier, the patient had noticed a pink nodule on the dorsum of the toe. One month later, his toe was stepped on, after which the nodule grew rapidly and bled intermittently. On examination, the lesion was red and ulcerated with surrounding hyperpigmentation. What is the diagnosis?","E","E","correct","ANSWER: E
REASONING: The clinical history, including the initial pink nodule, rapid growth after trauma, and the combination of red ulcerated lesion on the toe with surrounding hyperpigmentation, fits the characteristics of acral lentiginous melanoma (ALM). The image shows the typical appearance of a lesion bleeding and ulcerated on the nail bed, often associated with ALM.","0.567"
"156","A 53-year-old man who had been admitted to the hospital after a fall was noted to have an abnormal indentation of the lower eyelids. He had a history of corneal transplantation in both eyes. He had recently experienced progressive visual impairment, which had led to his fall. Ophthalmologic examination was notable for a deflection of the lower eyelids when he was looking down, owing to dome-shaped eyes, and decreased visual acuity. What is the most likely diagnosis?","C","D","wrong","ANSWER: D
REASONING: The clinical case history, mentioning a history of corneal transplantation, visual impairment, and progressive worsening leading to a fall, along with the fundoscopic image showing dome-shaped eyes deflection when looking down, strongly suggests Keratoglobus. This is a condition that can present post-injury or surgery and is characterized by a dome-shaped cornea, which can lead to progressive visual impairment. The other diagnoses listed do not typically present with these specific findings.","0.564"
"613","The appearance of this Tunisian woman's ear is most consistent with which one of the following infectious diseases?","B","B","correct","ANSWER: B
REASONING: The image shows chronic ulceration and induration of the ear, which are characteristic features of leishmaniasis, particularly cutaneous leishmaniasis. The clinical history, though not provided here, would likely report systemic symptoms associated with leishmaniasis, although this detail is not available. The close association of the ulceration with the ear and the chronic nature of the lesion align with the clinical presentation of leishmaniasis.","0.566"
"604","A 5-year-old, fully vaccinated girl was brought to the emergency department with pruritic lesions on both legs. She had recently returned from a trip to Sierra Leone. The lesions had appeared 3 weeks into her stay there and had increased in size and ulcerated. On presentation, she was afebrile, and an area over the medial aspect of the left lower leg was ulcerated and bleeding. The C-reactive protein level was mildly elevated, and the white-cell count was normal. What is the diagnosis?","D","E","wrong","ANSWER: E
REASONING: The clinical history, which includes a recent trip to Sierra Leone and an ulcerated lesion, supports the diagnosis of cutaneous diphtheria, a condition known to occur in certain geographical locations. The image shows a ulcers with surrounding erythema and a central area of gangrene, which is characteristic of cutaneous diphtheria.","0.563"
"245","A 15-year-old boy presented with decreased vision in both eyes, and a slit lamp examination revealed this finding. What is the diagnosis?","E","B","wrong","ANSWER: B
REASONING: The image shows multiple dark, irregularly shaped intracapsular membranes, which are characteristic ofPersistent hyperplastic primary vitreous (PHPV). The clinical history is consistent with PHPV, which commonly presents in infants or young children and can lead to vision loss, which is corroborated by the decreased vision in the patient.","0.56"
"271","What is the most likely diagnosis in this patient with hypothermia and bradycardia?","C","B","wrong","ANSWER: B
REASONING: The image depicts severe skin atrophy and loose skin on the abdomen, which is characteristic of generalized lipodystrophy. This condition is associated with a wasting of subcutaneous fat, often leading to a characteristic appearance. The clinical history of hypothermia and bradycardia, which can be seen in this condition, further supports the diagnosis.","0.557"
"560","What is the diagnosis in this patient who developed acute penile pain and detumescence during intercourse?","B","B","correct","ANSWER: B
REASONING: The image shows a distended, bluish penile area, which suggests the possibility of ischemia and internal damage. This appearance, along with the history of acute penile pain and detumescence during intercourse, is most consistent with a penile fracture. Traumatic epididymitis and zipper injury, while potentially related to intercourse, would usually present with different clinical syndromes. Penile contusion typically呈现bruising but without severe pain or detumescence. Urethral rupture usually involves bleeding beyond the penile area.","0.56"
"266","A 21-year-old woman with a history of surgically corrected Hirschsprung’s disease presented with 6-week history of abdominal pain and constipation. Her blood pressure was 162/108 mm Hg. She had an elevated creatinine and CT showed large subcapsular urinomas and hydronephrosis caused by distal ureteral obstruction from a rectal mass. What is the likely mechanism of her hypertension?","D","D","correct","ANSWER: D
REASONING: The clinical history reveals a patient with Hirschsprung’s disease, which can lead to distal bowel obstruction. Additionally, the imaging shows hydronephrosis and subcapsular urinomas, which are indicative of a Page kidney. The Page kidney is a congenital condition associated with short or absent intrinsic ureteral musculature, most commonly found in patients with Hirschsprung's disease, leading to obstruction at the level of the rectovesical folds. This obstruction could potentially cause upper urinary tract dilation and hydronephrosis, contributing to hypertension via the renin-angiotensin-aldosterone system.","0.562"
"430","In this traumatic injury with foreign-object penetration to the neck, what would be the most appropriate management by first responders?","B","B","correct","ANSWER: B
REASONING: The clinical image shows a foreign object penetrating the neck, with the patient lying in a supine position. Initial management of such injuries typically involves leaving the foreign object in place to avoid further cervical spine injury or instability. This is a standard procedure in emergency settings to prevent complications such as spinal cord injury and neck bleeding.","0.564"
"457","The pupils of this female smoker were unresponsive to light and accommodation. She had noted weight loss and postural hypotension and was found to have an irregular centimeter-sized nodule in the right middle lobe. A test for which one of the following would most likely lead to the diagnosis?","E","E","correct","ANSWER: E
REASONING: The clinical history of a smoker with unresponsive pupils and postural hypotension suggests potential endocrine disease, and the central nodule in the lung is suggestive of a paraneoplastic syndrome. The anterior segment exam, however, reveals diffuse bilateral conjunctival injection, fine keratic precipitates, and posterior synechiae, which are typical of Sjogren's syndrome. The anti-Hu antibody is associated with this condition, making it the most likely diagnosis.","0.566"
"500","Which one of the following patterns of visual disturbance would be predicted to be demonstrable on examination of this patient?","A","D","wrong","ANSWER: D
REASONING: The image shows macular edema, which can cause central or macular sparing hemianopia. The absence of hemifield or quadrant changes suggests preservation of nasal and superior-peripheral vision, consistent with macular sparing hemianopia.","0.563"
"759","What is the most likely diagnosis associated with symptoms of pruritic skin changes seen in these images?","A","B","wrong","ANSWER: B
REASONING: The image shows widespread, non-pustular skin lesions that are often described as ""skin peeling,"" which is a hallmark of psoriasis. Psoriasis typically presents with reddish plaques that may scale off the skin and can be located on knees, elbows, scalp, and ears as seen here, confirming clinical features that correspond to this diagnosis. Although the distribution of the lesions on the palms and soles is less typical for psoriasis, it can occasionally involve these areas as well.","0.561"
"452","What is the diagnosis in this patient with dry eyes, dry mouth, and hilar adenopathy?","E","C","wrong","ANSWER: C
REASONING: The patient's symptoms of dry eyes, dry mouth, and hilar adenopathy, combined with the image showing periorbital swelling, are characteristic of Sjogren's syndrome. The image shows conjunctival congestion and swelling, which can be seen in association with this autoimmune condition.","0.558"
"532","What is the diagnosis in this 56-year-old man with abdominal pain?","E","E","correct","ANSWER: E
REASONING: The medical image shows radiolucent areas within the abdomen, which are indicative of free air, often seen with pneumoperitoneum. This is a common finding in conditions like perforations that lead to pneumoperitoneum, suggesting a potential acute peritonitis process. The clinical history of abdominal pain aligns with the possibility of gastrointestinal perforation leading to this abnormal finding.","0.56"
"787","A 21-year-old woman with acute myeloid leukemia who was undergoing induction chemotherapy presented with a lesion on her left knee that had developed 5 days after initiation of therapy. Physical examination revealed a hemorrhagic patch with an erythematous border that progressed rapidly into a violaceous pustule. The patient developed a fever, and laboratory findings were notable for pancytopenia. Blood and wound cultures grew gram-negative rod-shaped bacterium. What is the diagnosis?","D","D","correct","ANSWER: D
REASONING: The history of an acute leukemia patient with a rapidly progressive lesion and fever in the setting of chemotherapy-induced neutropenia, along with growth of a gram-negative rod bacterium, points towards a neutropenic wound infection. The violaceous appearance and central necrosis are characteristic of Ecthyma gangrenosum.","0.562"
